topic,name,site,publication,description,title,doi,type,app_discoverer,app_verifier,app_verified,annotation,discoverer,verifier,verified,screenshot,essential_variable
Water Resources,G-REALM - Home,https://ipad.fas.usda.gov/cropexplorer/global_reservoir/,None,"The U.S. Department of Agriculture's Foreign Agricultural Service (USDA-FAS), in co-operation with the National Aeronautics and Space Administration, and the University of Maryland, are routinely monitoring lake and reservoir height variations for many large lakes around the world.",Antarctic snow zones derived from the 1997 Radarsat SAR image mosaic,https://cmr.earthdata.nasa.gov:443/search/concepts/C1219899516-SCIOPS/4,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,4000-0002-2849-1111,,,topic/Water Resources.jpg,Ozone
Water Resources,G-REALM - Home,https://ipad.fas.usda.gov/cropexplorer/global_reservoir/,None,"The U.S. Department of Agriculture's Foreign Agricultural Service (USDA-FAS), in co-operation with the National Aeronautics and Space Administration, and the University of Maryland, are routinely monitoring lake and reservoir height variations for many large lakes around the world.",Frequency of lanslides triggered by earthquakes,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605286-SCIOPS/3,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Water Resources.jpg,Above-ground Biomass
Water Resources,G-REALM - Home,https://ipad.fas.usda.gov/cropexplorer/global_reservoir/,None,"The U.S. Department of Agriculture's Foreign Agricultural Service (USDA-FAS), in co-operation with the National Aeronautics and Space Administration, and the University of Maryland, are routinely monitoring lake and reservoir height variations for many large lakes around the world.","Hydrologic Monitoring of Landslide-Prone Coastal Bluffs near Edmonds and Everett, Washington, 2001?2004",https://cmr.earthdata.nasa.gov:443/search/concepts/C1214615196-SCIOPS/3,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Water Resources.jpg,Above-ground Biomass
Air Quality,ESSD - Global River Radar Altimetry Time Series (GRRATS) -  new river elevation earth science data records for the hydrologic community,https://essd.copernicus.org/articles/12/137/2020/,https://doi.org/10.1038/sdata.2016.18,"The capabilities of radar altimetry to measure inland water bodies are well established, and several river altimetry datasets are available. Here we produced a globally distributed dataset, the Global River Radar Altimeter Time Series (GRRATS), using Envisat and Ocean Surface Topography Mission (OSTM)/Jason-2 radar altimeter data spanning the time period 2002‚Äì2016.",Advanced Spaceborne Thermal Emission and Reflection Radiometer (Aster) satellite image data held by the Australian Antarctic Data Centre,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214313130-AU_AADC/7,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Air Quality.jpg,Above-ground Biomass
Air Quality,ESSD - Global River Radar Altimetry Time Series (GRRATS) -  new river elevation earth science data records for the hydrologic community,https://essd.copernicus.org/articles/12/137/2020/,https://doi.org/10.1038/sdata.2016.18,"The capabilities of radar altimetry to measure inland water bodies are well established, and several river altimetry datasets are available. Here we produced a globally distributed dataset, the Global River Radar Altimeter Time Series (GRRATS), using Envisat and Ocean Surface Topography Mission (OSTM)/Jason-2 radar altimeter data spanning the time period 2002‚Äì2016.",An ASTER Digital Elevation Model (DEM) for the Darwin-Hatherton Glacial System,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214591947-SCIOPS/3,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Air Quality.jpg,Above-ground Biomass
Air Quality,ESSD - Global River Radar Altimetry Time Series (GRRATS) -  new river elevation earth science data records for the hydrologic community,https://essd.copernicus.org/articles/12/137/2020/,https://doi.org/10.1038/sdata.2016.18,"The capabilities of radar altimetry to measure inland water bodies are well established, and several river altimetry datasets are available. Here we produced a globally distributed dataset, the Global River Radar Altimeter Time Series (GRRATS), using Envisat and Ocean Surface Topography Mission (OSTM)/Jason-2 radar altimeter data spanning the time period 2002‚Äì2016.",ASTER Global Digital Elevation Model NetCDF V003,https://cmr.earthdata.nasa.gov:443/search/concepts/C1575731655-LPDAAC_ECS/15,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Ozone
Air Quality,ESSD - Global River Radar Altimetry Time Series (GRRATS) -  new river elevation earth science data records for the hydrologic community,https://essd.copernicus.org/articles/12/137/2020/,https://doi.org/10.1038/sdata.2016.18,"The capabilities of radar altimetry to measure inland water bodies are well established, and several river altimetry datasets are available. Here we produced a globally distributed dataset, the Global River Radar Altimeter Time Series (GRRATS), using Envisat and Ocean Surface Topography Mission (OSTM)/Jason-2 radar altimeter data spanning the time period 2002‚Äì2016.",GPM Ground Validation Global Flood Monitoring System (GFMS) Flood Maps IFloodS V1,https://cmr.earthdata.nasa.gov:443/search/concepts/C1625128272-GHRC_CLOUD/5,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Above-ground Biomass
Air Quality,ESSD - Global River Radar Altimetry Time Series (GRRATS) -  new river elevation earth science data records for the hydrologic community,https://essd.copernicus.org/articles/12/137/2020/,https://doi.org/10.1038/sdata.2016.18,"The capabilities of radar altimetry to measure inland water bodies are well established, and several river altimetry datasets are available. Here we produced a globally distributed dataset, the Global River Radar Altimeter Time Series (GRRATS), using Envisat and Ocean Surface Topography Mission (OSTM)/Jason-2 radar altimeter data spanning the time period 2002‚Äì2016.","1:100,000-scale Digital Line Graphs (DLG) from the U.S. Geological Survey",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566434-USGS_LTA/2,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Above-ground Biomass
Fires,Analysis - Global Fire Data,http://www.globalfiredata.org/analysis.html,None,Fires are an important source of atmospheric trace gases and aerosols and they are the most important disturbance agent on a global scale.,2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods,https://cmr.earthdata.nasa.gov:443/search/concepts/C1648035940-SEDAC/4,"[Software, Research]",111-0002-2849-1111,,,check this again,9020-0003-9403-1032,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Analysis - Global Fire Data,http://www.globalfiredata.org/analysis.html,None,Fires are an important source of atmospheric trace gases and aerosols and they are the most important disturbance agent on a global scale.,VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,,,topic/Fires.jpg,Fire
Fires,Analysis - Global Fire Data,http://www.globalfiredata.org/analysis.html,None,Fires are an important source of atmospheric trace gases and aerosols and they are the most important disturbance agent on a global scale.,CEOS Cal Val Test Site - Libya 4 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566678-USGS_LTA/2,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Analysis - Global Fire Data,http://www.globalfiredata.org/analysis.html,None,Fires are an important source of atmospheric trace gases and aerosols and they are the most important disturbance agent on a global scale.,VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,"[Software, Research]",111-0002-2849-1111,,,check this again,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Ozone
Fires,Amazon Dashboard‚ Global Fire Emissions Database,https://globalfiredata.org/pages/amazon-dashboard/,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.13139,"The Amazon Dashboard tracks individual fires in the Amazon region using a new approach to cluster and classify VIIRS active fire detections by fire type (see Methods).  Based on the fire location, intensity, duration, and spread rate, each individual event is classified as a deforestation fire, understory forest fire, small clearing & agricultural fire, or savanna fire.",VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,"[Software, Research]",111-0002-2849-1111,,,,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Amazon Dashboard‚ Global Fire Emissions Database,https://globalfiredata.org/pages/amazon-dashboard/,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.13139,"The Amazon Dashboard tracks individual fires in the Amazon region using a new approach to cluster and classify VIIRS active fire detections by fire type (see Methods).  Based on the fire location, intensity, duration, and spread rate, each individual event is classified as a deforestation fire, understory forest fire, small clearing & agricultural fire, or savanna fire.",VIIRS/NPP Surface Reflectance Daily L2G Global 1km and 500m SIN Grid V001,https://cmr.earthdata.nasa.gov:443/search/concepts/C1373412034-LPDAAC_ECS/30,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Amazon Dashboard‚ Global Fire Emissions Database,https://globalfiredata.org/pages/amazon-dashboard/,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.13139,"The Amazon Dashboard tracks individual fires in the Amazon region using a new approach to cluster and classify VIIRS active fire detections by fire type (see Methods).  Based on the fire location, intensity, duration, and spread rate, each individual event is classified as a deforestation fire, understory forest fire, small clearing & agricultural fire, or savanna fire.",VIIRS/NPP Surface Reflectance 8-Day L3 Global 1km SIN Grid V001,https://cmr.earthdata.nasa.gov:443/search/concepts/C1373412073-LPDAAC_ECS/37,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Amazon Dashboard‚ Global Fire Emissions Database,https://globalfiredata.org/pages/amazon-dashboard/,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.13139,"The Amazon Dashboard tracks individual fires in the Amazon region using a new approach to cluster and classify VIIRS active fire detections by fire type (see Methods).  Based on the fire location, intensity, duration, and spread rate, each individual event is classified as a deforestation fire, understory forest fire, small clearing & agricultural fire, or savanna fire.","VIIRS 375m, I-Band Active Fire Product NRT (Vector Data)",https://cmr.earthdata.nasa.gov:443/search/concepts/C1221486837-SCIOPS/3,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Amazon Dashboard‚ Global Fire Emissions Database,https://globalfiredata.org/pages/amazon-dashboard/,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.13139,"The Amazon Dashboard tracks individual fires in the Amazon region using a new approach to cluster and classify VIIRS active fire detections by fire type (see Methods).  Based on the fire location, intensity, duration, and spread rate, each individual event is classified as a deforestation fire, understory forest fire, small clearing & agricultural fire, or savanna fire.",Active Fire Detection in Eastern Spain,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605678-SCIOPS/3,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",MODIS/Aqua Terra Thermal Anomalies/Fire locations 1km FIRMS V006 NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1227495594-LANCEMODIS/7,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Fire
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",MODIS/Terra+Aqua BRDF/Albedo Nadir BRDF-Adjusted Ref Daily L3 Global - 500m V006,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000412-LPDAAC_ECS/46,Software,4000-0002-2849-1111,111-0002-2849-1111,TRUE,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",MODIS/Aqua Geolocation Fields 5-Min L1A Swath 1km V006,https://cmr.earthdata.nasa.gov:443/search/concepts/C203234513-LAADS/12,Software,4000-0002-2849-1111,111-0002-2849-1111,TRUE,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",NASA MODIS Rapid Response System,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214614478-SCIOPS/9,Software,4000-0002-2849-1111,111-0002-2849-1111,TRUE,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",LBA-ECO LC-23 Characterization of Vegetation Fire Dynamics for Brazil: 2001-2003,https://cmr.earthdata.nasa.gov:443/search/concepts/C179002953-ORNL_DAAC/35,Software,4000-0002-2849-1111,111-0002-2849-1111,TRUE,example annotation,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,Software,4000-0002-2849-1111,111-0002-2849-1111,TRUE,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest Fire Detection and Alert Information System in Nepal | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-nepal,None,"Using the forest fire data from MODIS sensors, the International Centre for Integrated Mountain Development (ICIMOD) has developed the Forest Fire Detection and Alert Information System for Nepal.",Active Fire Detection in Eastern Spain,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605678-SCIOPS/3,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",MODIS/Aqua Terra Thermal Anomalies/Fire locations 1km FIRMS V006 NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1227495594-LANCEMODIS/7,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",MODIS/Terra+Aqua BRDF/Albedo Nadir BRDF-Adjusted Ref Daily L3 Global - 500m V006,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000412-LPDAAC_ECS/46,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",MODIS/Aqua Geolocation Fields 5-Min L1A Swath 1km V006,https://cmr.earthdata.nasa.gov:443/search/concepts/C203234513-LAADS/12,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",NASA MODIS Rapid Response System,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214614478-SCIOPS/9,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",LBA-ECO LC-23 Characterization of Vegetation Fire Dynamics for Brazil: 2001-2003,https://cmr.earthdata.nasa.gov:443/search/concepts/C179002953-ORNL_DAAC/35,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,example annotation,4000-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Forest fire detection and monitoring in Bhutan | ICIMOD,https://servir.icimod.org/science-applications/forest-fire-detection-and-monitoring-in-bhutan,None,"ICIMOD has developed a MODIS based forest fire detection and monitoring system for Bhutan in close collaboration with the Department of Forests, Bhutan. The system facilitates data acquisition, processing and reporting on fire location information in an automated manner.",Active Fire Detection in Eastern Spain,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605678-SCIOPS/3,Software,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,VIIRS Active Fire - About,http://viirsfire.geog.umd.edu/pages/about.php,None,"The VIIRS active fire product was released to the public on October 22nd, 2012 as beta quality back to April 2nd, 2012. On October 23rd, 2013 VIIRS AF data were declared provisional back to October 16th, 2012. Please refer to the FAQ page to read the definitions of beta and provisional data.",2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods,https://cmr.earthdata.nasa.gov:443/search/concepts/C1648035940-SEDAC/4,Software,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,VIIRS Active Fire - About,http://viirsfire.geog.umd.edu/pages/about.php,None,"The VIIRS active fire product was released to the public on October 22nd, 2012 as beta quality back to April 2nd, 2012. On October 23rd, 2013 VIIRS AF data were declared provisional back to October 16th, 2012. Please refer to the FAQ page to read the definitions of beta and provisional data.",CEOS Cal Val Test Site - Algeria 3 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567099-USGS_LTA/3,Software,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,VIIRS Active Fire - About,http://viirsfire.geog.umd.edu/pages/about.php,None,"The VIIRS active fire product was released to the public on October 22nd, 2012 as beta quality back to April 2nd, 2012. On October 23rd, 2013 VIIRS AF data were declared provisional back to October 16th, 2012. Please refer to the FAQ page to read the definitions of beta and provisional data.",CEOS Cal Val Test Site - Libya 4 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566678-USGS_LTA/2,Software,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Plankton
Fires,VIIRS Active Fire - About,http://viirsfire.geog.umd.edu/pages/about.php,None,"The VIIRS active fire product was released to the public on October 22nd, 2012 as beta quality back to April 2nd, 2012. On October 23rd, 2013 VIIRS AF data were declared provisional back to October 16th, 2012. Please refer to the FAQ page to read the definitions of beta and provisional data.",VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),https://cmr.earthdata.nasa.gov:443/search/concepts/C1942970257-LANCEMODIS/1,Software,111-0002-2849-1111,,,example annotation,9020-0003-9403-1032,,,topic/Fires.jpg,Earth Radiation Budget
Fires,VIIRS Active Fire - About,http://viirsfire.geog.umd.edu/pages/about.php,None,"The VIIRS active fire product was released to the public on October 22nd, 2012 as beta quality back to April 2nd, 2012. On October 23rd, 2013 VIIRS AF data were declared provisional back to October 16th, 2012. Please refer to the FAQ page to read the definitions of beta and provisional data.","VIIRS 375m, I-Band Active Fire Product NRT (Vector Data)",https://cmr.earthdata.nasa.gov:443/search/concepts/C1221486837-SCIOPS/3,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Exploring Precipitation's Impact on the 2019 and 2020 Alaska Wildfires | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/exploring-precipitations-impact-2019-and-2020-alaska-wildfires,None,"NASA's multi-satellite precipitation algorithm, known as IMERG, is a tool that can help us understand recent fluctuations in Alaska's wildfires.",2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods,https://cmr.earthdata.nasa.gov:443/search/concepts/C1648035940-SEDAC/4,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,,,topic/Fires.jpg,Earth Radiation Budget
Fires,Exploring Precipitation's Impact on the 2019 and 2020 Alaska Wildfires | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/exploring-precipitations-impact-2019-and-2020-alaska-wildfires,None,"NASA's multi-satellite precipitation algorithm, known as IMERG, is a tool that can help us understand recent fluctuations in Alaska's wildfires.",CEOS Cal Val Test Site - Algeria 3 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567099-USGS_LTA/3,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,Earth Radiation Budget
Fires,Exploring Precipitation's Impact on the 2019 and 2020 Alaska Wildfires | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/exploring-precipitations-impact-2019-and-2020-alaska-wildfires,None,"NASA's multi-satellite precipitation algorithm, known as IMERG, is a tool that can help us understand recent fluctuations in Alaska's wildfires.",CEOS Cal Val Test Site - Libya 4 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566678-USGS_LTA/2,Research,111-0002-2849-1111,,,example annotation,9020-0003-9403-1032,111-0002-2849-1111,TRUE,topic/Fires.jpg,Plankton
Fires,Exploring Precipitation's Impact on the 2019 and 2020 Alaska Wildfires | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/exploring-precipitations-impact-2019-and-2020-alaska-wildfires,None,"NASA's multi-satellite precipitation algorithm, known as IMERG, is a tool that can help us understand recent fluctuations in Alaska's wildfires.",Frequency of lanslides triggered by earthquakes,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605286-SCIOPS/3,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,4000-0002-2849-1111,TRUE,topic/Fires.jpg,Earth Radiation Budget
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night",2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods,https://cmr.earthdata.nasa.gov:443/search/concepts/C1648035940-SEDAC/4,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Air Quality.jpg,Plankton
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night",CEOS Cal Val Test Site - Algeria 3 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567099-USGS_LTA/3,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Air Quality.jpg,HCHO
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night",CEOS Cal Val Test Site - Libya 4 - Pseudo-Invariant Calibration Site (PICS),https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566678-USGS_LTA/2,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Air Quality.jpg,HCHO
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night",GHRSST Level 4 MW_IR_OI Global Foundation Sea Surface Temperature analysis version 5.0 from REMSS,https://cmr.earthdata.nasa.gov:443/search/concepts/C1658476085-PODAAC/73,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Air Quality.jpg,Plankton
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night",Naval Research Laboratory Monterey Satellite Meteorology Products,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214597989-SCIOPS/18,Research,111-0002-2849-1111,,,example annotation,4000-0002-2849-1111,111-0002-2849-1111,TRUE,topic/Air Quality.jpg,HCHO
Air Quality,Convective Initiation Product,https://weather.msfc.nasa.gov/sport/goesrpg/ci.html,None,"The CI product identifies potential cumulus clouds using a unique cloud typing algorithm during the day, and relies on the Level 2 Cloud Phase product for detection at night","GPM/DPR-GMI/COMB DPR-GMI Comb Level 2 Precipitation, Total Precipitable Water product",https://cmr.earthdata.nasa.gov:443/search/concepts/C1214561098-JAXA/7,Research,111-0002-2849-1111,,,example annotation,111-0002-2849-1111,4000-0002-2849-1111,TRUE,topic/Air Quality.jpg,HCHO
